category,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
tv_celebridades,206,165,116,2,35,0,40,5,14,6,2,0,14,2.41176,738,9.70588,4.47273,0.0121212,0.0,1.600000023841858,0.018522733822464943,0.012465035542845726,0.023601116985082625,0.030101971351541582,FAKE
politica,320,289,177,9,35,0,94,10,5,6,0,1,8,2.21429,1372,20.6429,4.74741,0.0,0.0,3.299999952316284,0.01474481552409438,0.0057497708126902575,0.012629718116174141,0.011586909548246436,TRUE
politica,171,157,105,2,26,0,50,2,13,7,0,0,8,1.4,725,15.7,4.6178300000000005,0.0,0.10000000149011612,1.399999976158142,0.019765982986427844,0.014798392541706562,0.023212419512371223,0.02344941796565597,FAKE
politica,201,175,118,6,28,1,54,12,4,6,1,0,9,2.6,850,17.5,4.85714,0.0,0.0,2.5999999046325684,0.016545192222110927,0.019553559366613626,0.015687869489192964,0.030114177556242794,FAKE
tv_celebridades,82,70,59,1,17,1,24,1,2,2,0,0,6,1.33333,363,7.77778,5.18571,0.0142857,0.0,1.0,,0.026469213888049133,,0.042675045185855465,FAKE
tv_celebridades,3439,2876,1166,13,264,6,945,146,50,32,0,0,78,4.17037,13619,21.3037,4.7354,0.00417246,0.30000001192092896,48.4000015258789,0.0013878101761333813,0.0010323545600560745,0.0009308982390298774,0.0008985030602935633,TRUE
sociedade_cotidiano,178,152,108,7,24,1,45,13,2,5,0,0,3,2.16667,696,12.6667,4.57895,0.0,0.0,1.0,0.012589857603112856,0.029305011654893562,0.015484442934393884,0.013225970479349295,FAKE
religiao,2241,1915,857,20,361,18,528,99,88,42,7,2,131,3.46809,9382,20.3723,4.89922,0.00522193,0.0,16.399999618530273,0.0024529040531469657,0.002794024273527846,0.0019123360329745887,0.0017227048355581045,TRUE
politica,243,209,141,5,44,0,55,18,9,5,0,0,13,2.61538,1050,16.0769,5.02392,0.0,0.0,3.4000000953674316,0.017676970197094813,0.013447091449052095,0.0255965874530375,0.022051302572855584,FAKE
politica,2049,1791,733,26,233,8,538,103,71,23,0,1,81,3.4864900000000003,8928,24.2027,4.98492,0.00446678,0.0,13.199999809265135,0.0022354727212785734,0.0009478989312709826,0.0016916061718709385,0.0023366540943290555,TRUE
politica,103,90,62,0,17,0,26,5,2,3,0,0,2,1.44444,431,10.0,4.78889,0.0,0.0,1.100000023841858,0.02620435506105423,0.02690044790506364,0.03909912519156933,0.04548923078585754,FAKE
politica,2198,1924,762,19,334,25,545,136,71,79,0,0,91,3.55844,9862,24.987,5.125780000000002,0.004158,0.0,20.0,0.002024003202830882,0.001412157915183343,0.002382868984192289,0.0017101708077264571,TRUE
politica,872,775,339,10,124,5,220,33,23,33,0,0,28,2.1087,3566,16.8478,4.6012900000000005,0.0,0.0,7.5,0.004280213330110366,0.0035769069567322728,0.004189507228147704,0.0051845624522470395,TRUE
tv_celebridades,292,246,162,3,38,1,71,14,9,8,3,0,15,3.06667,1221,16.4,4.96341,0.0121951,0.10000000149011612,2.5999999046325684,0.00878897674071292,0.013237663389494022,0.009938317630439996,0.0238595769541072,FAKE
politica,109,96,62,0,16,1,28,1,4,2,1,2,5,2.6,459,19.2,4.78125,0.0,-0.10000000149011612,0.5,0.03017020598053932,,0.030701473355293274,0.07920461893081664,FAKE
tv_celebridades,526,469,241,13,61,2,139,28,11,7,0,0,19,3.3529400000000003,2290,27.5882,4.8827300000000005,0.0,0.0,1.7999999523162842,0.008891760880403497,0.0124701214954257,0.005258300848414793,0.010114296393182415,FAKE
politica,92,79,61,1,8,0,26,1,5,0,0,0,3,3.25,409,19.75,5.177219999999998,0.0126582,0.30000001192092896,1.600000023841858,0.03178333677351475,,0.031527225859463215,0.04281678503113134,FAKE
tv_celebridades,113,87,69,2,14,0,29,4,5,1,0,0,6,2.6,376,8.7,4.32184,0.0,-0.10000000149011612,1.399999976158142,0.031572766974568366,0.07146659679710865,0.02534281089901924,0.06787470169365406,FAKE
politica,268,202,117,0,50,9,55,3,14,3,0,0,18,1.78378,945,5.45946,4.67822,0.0,0.0,2.200000047683716,0.01618358146931444,0.007231990341097117,,0.0227620160051932,FAKE
politica,123,105,76,3,16,0,36,6,4,3,0,0,7,3.0,494,17.5,4.70476,0.0,-0.10000000149011612,1.399999976158142,0.03304137894883752,0.03286645151674747,0.03592464327812195,0.02568390732631088,FAKE
ciencia_tecnologia,1910,1686,709,18,237,14,471,65,75,27,9,1,107,3.44615,7990,25.9385,4.7390300000000005,0.0029656,0.0,15.0,0.0018457870645133753,0.0016756579174067485,0.0020737996746902354,0.002769669969293705,TRUE
politica,1184,1036,502,5,210,8,249,56,76,32,3,0,91,1.85,4865,12.95,4.69595,0.00289575,0.10000000149011612,28.20000076293945,0.004942758282571024,0.006572521037676118,0.00466173872924768,0.003813094011528175,TRUE
politica,1843,1594,629,8,220,7,490,63,73,24,1,1,74,2.96429,7984,18.9762,5.008780000000002,0.00439147,0.0,15.0,0.0017765667156741153,0.002380641275996585,0.0028208937240248944,0.0020599781683730807,TRUE
tv_celebridades,239,210,119,4,26,0,58,10,5,3,0,0,7,2.41667,1035,17.5,4.92857,0.0,0.0,1.600000023841858,0.02859269392987092,0.020984750499741897,0.014164621076945747,0.016783812393744785,TRUE
politica,667,581,251,5,80,5,163,16,38,12,0,0,38,3.58333,2701,24.2083,4.64888,0.00172117,0.0,4.0,0.005747236610789385,0.007653571794637374,0.005415021042738642,0.004362123018568929,TRUE
sociedade_cotidiano,176,154,99,4,27,0,41,5,5,3,0,0,2,2.0,741,14.0,4.8116900000000005,0.0,0.0,1.7999999523162842,0.03852546238340437,0.032069375505670905,0.013322633691132069,0.024362110702151604,FAKE
politica,1900,1648,762,13,212,6,492,104,57,19,1,0,61,3.03614,8160,19.8554,4.95146,0.00121359,0.20000000298023224,20.600000381469727,0.0020115880395418827,0.0022840423916932195,0.002069551425235232,0.002557907431079345,TRUE
politica,2235,1957,832,17,265,9,582,112,83,27,1,0,99,3.30952,9972,23.2976,5.09555,0.00255493,0.0,18.899999618530273,0.0019748116811287813,0.0015317964874460206,0.0019658242849717768,0.001955460669433645,TRUE
politica,213,184,118,2,32,1,56,10,9,8,0,0,4,2.07143,910,13.1429,4.94565,0.0,0.0,0.699999988079071,0.02013700812434157,0.018766984809190042,0.014792682253755627,0.02182665967848152,FAKE
politica,115,98,77,4,19,0,35,0,5,2,0,0,3,1.88889,544,10.8889,5.5510199999999985,0.0,0.10000000149011612,1.2000000476837158,0.027804994423474585,0.03821672964841128,0.03582871332764625,0.019221124549706776,FAKE
politica,150,123,87,1,18,0,40,3,3,2,0,0,11,2.07692,569,9.46154,4.62602,0.0,0.0,0.6000000238418579,0.014230755157768725,0.03769722394645214,0.03345636464655398,0.0277807786478661,FAKE
tv_celebridades,2540,2158,750,20,362,21,566,56,102,51,15,1,137,4.29213,10540,24.2472,4.88415,0.0,0.10000000149011612,19.299999237060547,0.0015718910804122408,0.00206639216048643,0.0020377740812753987,0.0019095593762143246,TRUE
politica,485,442,222,11,63,2,139,11,9,12,0,0,14,2.15,2100,22.1,4.75113,0.00226244,0.0,2.0,0.00772967472827683,0.009085592231713235,0.007205613121828613,0.009396951593038057,TRUE
tv_celebridades,664,556,321,11,83,3,179,19,18,10,0,2,36,3.48387,2721,17.9355,4.89388,0.0,0.10000000149011612,8.100000381469728,0.005807884689420462,0.008695848868228495,0.004036788401814799,0.0068122583856482215,TRUE
tv_celebridades,1371,1191,511,17,205,8,299,51,99,21,0,0,75,3.4615400000000003,5801,22.9038,4.8707,0.00167926,0.0,10.699999809265137,0.0036540503910322095,0.0025844365824013948,0.002835632842713191,0.003192471657946173,TRUE
politica,981,868,378,13,124,3,264,37,35,13,2,0,52,2.89744,4347,22.2564,5.00806,0.00691244,0.0,6.5,0.003487623855471611,0.003045113161480164,0.004256932376301847,0.005292188469096661,TRUE
politica,186,165,111,3,29,0,52,6,2,3,0,0,4,2.33333,880,18.3333,5.33333,0.0,0.0,1.2000000476837158,0.02192392910365016,,0.017852508862103742,0.01818086497266503,FAKE
politica,1267,1128,508,5,168,6,324,65,37,28,0,2,55,2.67308,5559,21.6923,4.92819,0.0035461,0.10000000149011612,11.199999809265137,0.0021353677016208482,0.0024674500472787204,0.0034646360064572138,0.0031901443986785843,TRUE
politica,113,104,79,3,23,1,26,6,5,6,0,1,4,0.818182,482,9.45455,4.63462,0.0,0.0,2.4000000953674316,0.03944325558841229,0.07514108158648014,0.03503884077072143,0.05376498897870382,FAKE
politica,151,128,81,2,18,0,41,12,6,2,0,0,1,2.55556,641,14.2222,5.00781,0.0,0.10000000149011612,2.0999999046325684,0.026665638433769345,0.0403663800098002,0.01815104670822621,0.02784636132419109,FAKE
politica,559,499,261,6,65,1,137,46,9,9,0,0,34,3.33333,2456,27.7222,4.92184,0.0,0.0,2.9000000953674316,0.008054697320663504,0.008010869321879001,0.012681389169301838,0.007034953080994243,TRUE
sociedade_cotidiano,127,110,80,0,25,0,25,12,6,6,0,0,5,1.7,540,11.0,4.90909,0.0181818,0.10000000149011612,2.0999999046325684,0.02208365127444268,0.03787756990641356,0.02342061139643193,0.035194478929042816,FAKE
politica,1523,1373,705,2,177,3,353,92,102,11,0,2,105,3.65854,6562,33.4878,4.7793199999999985,0.00291333,0.0,9.699999809265137,0.002525091880843753,0.002091563258813146,0.0026722483566522393,0.0021259284265051108,TRUE
religiao,1311,1159,494,1,202,11,281,52,39,14,7,10,118,3.45455,5525,26.3409,4.76704,0.00258844,0.10000000149011612,12.100000381469727,0.002710801471645633,0.0034693728292560467,0.002387790940701961,0.00410279749892652,TRUE
tv_celebridades,856,736,367,9,120,2,216,17,27,18,3,1,58,2.72727,3618,16.7273,4.91576,0.0013587,0.10000000149011612,7.800000190734862,0.004660580370744521,0.00448732429649681,0.00600047271582298,0.00691600512040572,TRUE
tv_celebridades,1403,1171,565,11,212,4,297,97,59,29,9,1,69,4.0,5766,20.1897,4.924,0.000853971,0.0,14.5,0.0036726467451959287,0.005524400728366648,0.00461625549942255,0.003172108070709957,TRUE
politica,2012,1763,767,26,262,16,528,68,72,38,2,1,90,3.50704,8358,24.831,4.74078,0.00283607,0.0,15.899999618530273,0.0017321594418414554,0.001771443272725894,0.001917255254738848,0.003067139332415536,TRUE
politica,943,752,371,36,77,2,294,21,22,14,0,0,22,5.96875,3653,23.5,4.85771,0.0,0.0,4.199999809265137,0.004539394415915012,0.002078203330959448,0.003880659684849282,0.002729704650118947,TRUE
tv_celebridades,439,392,218,8,75,6,113,20,9,13,0,0,16,2.04348,1926,17.0435,4.91327,0.0,0.10000000149011612,5.199999809265137,0.009804961208084769,0.006317775022532595,0.011373313443203057,0.008959620365534316,TRUE
politica,161,135,91,2,24,0,43,7,2,2,0,0,8,2.36364,653,12.2727,4.83704,0.0,0.0,1.600000023841858,0.016676838509738445,0.018047668971121308,0.013092101737856864,0.030194844034585087,FAKE
politica,108,91,68,0,23,2,23,3,6,2,2,0,8,1.41667,435,7.58333,4.78022,0.0,-0.10000000149011612,1.100000023841858,0.02617092058062553,0.02751623000949621,0.033572951331734664,0.048474106937646866,FAKE
sociedade_cotidiano,996,849,384,8,129,6,239,37,44,21,1,0,50,3.4186,4063,19.7442,4.78563,0.0,0.0,7.300000190734862,0.0039107572961727104,0.00401624710454295,0.003224384582911929,0.006871831915440396,TRUE
sociedade_cotidiano,41,35,29,1,4,0,12,1,3,1,0,0,1,2.0,158,11.6667,4.51429,0.0,0.0,0.20000000298023224,0.13089770078659058,0.08707326278090477,,0.10125492326915264,FAKE
sociedade_cotidiano,151,122,91,5,14,2,33,9,4,0,2,0,5,2.9,556,12.2,4.55738,0.00819672,0.10000000149011612,2.700000047683716,0.07249026745557784,0.019968937267549336,0.036607612079630286,0.02612739196047187,FAKE
tv_celebridades,633,540,267,4,80,2,161,19,26,13,1,0,19,3.2069,2572,18.6207,4.76296,0.00185185,0.0,3.799999952316284,0.0070234265178442,0.0033693231176584962,0.006416221692537268,0.006787790108079973,TRUE
sociedade_cotidiano,829,706,342,11,106,3,199,31,19,24,0,3,30,3.84375,3704,22.0625,5.24646,0.00141643,0.0,7.900000095367432,0.005000827803828374,0.005151434403255975,0.004610374094108524,0.005385341669627747,TRUE
politica,126,112,81,2,19,4,31,6,5,3,0,0,3,2.0,544,16.0,4.85714,0.0,-0.10000000149011612,1.100000023841858,0.02716802293434739,0.01708732017626365,0.017918816301971674,0.0402349915355444,FAKE
sociedade_cotidiano,454,418,223,9,48,0,124,34,17,7,0,0,10,2.11765,2015,24.5882,4.82057,0.0,0.0,2.0,0.007047440422077974,0.010117928870022296,0.006121183667952816,0.007192989200120792,TRUE
sociedade_cotidiano,339,275,162,1,57,2,70,9,17,11,1,0,25,1.64103,1281,7.05128,4.6581800000000015,0.00727273,0.10000000149011612,4.0,0.019230203062761568,0.021057258592918515,0.006136937765404582,0.016877343896060038,FAKE
politica,248,210,142,2,26,1,74,6,6,3,2,0,10,2.375,1006,13.125,4.7904800000000005,0.0047619,0.0,1.7000000476837158,0.013673787377774716,0.01900461316108704,0.015375328117183276,0.017011377579447897,FAKE
politica,266,235,156,4,46,2,69,8,9,8,0,0,12,1.82353,1162,13.8235,4.94468,0.00425532,0.0,4.0,0.00998383415862918,0.009887314091126123,0.014612547354772687,0.022310367816438283,FAKE
politica,96,86,68,0,24,2,25,3,4,3,1,0,5,2.0,441,17.2,5.12791,0.0,0.0,1.100000023841858,0.03909195214509964,0.025847455486655242,0.03817574307322502,0.04736860319972038,FAKE
politica,145,125,94,2,22,1,33,7,3,3,0,0,9,2.85714,609,17.8571,4.872,0.0,0.0,1.0,0.0202420499175787,0.03169087171554565,0.016745240117112797,0.03452967863995582,FAKE
tv_celebridades,2508,2173,894,7,434,15,530,98,153,62,9,2,222,2.65873,10006,17.246,4.60469,0.00230097,0.0,30.29999923706055,0.0014840191697995007,0.0016847911193185756,0.0016249126849950035,0.002678124620531177,TRUE
sociedade_cotidiano,223,190,127,4,36,1,48,12,9,5,0,1,8,3.0,877,17.2727,4.6157900000000005,0.0,0.0,1.7000000476837158,0.014919801987707615,0.016595240164962083,0.03478439354027312,0.016560927395605378,FAKE
politica,273,232,144,9,38,2,67,6,12,8,0,0,9,2.05,1069,11.6,4.60776,0.00431034,0.10000000149011612,2.200000047683716,0.024153047241270542,,0.0126764739065298,0.014895379543304443,FAKE
politica,314,273,170,1,29,2,91,4,7,7,0,0,6,2.92857,1335,19.5,4.89011,0.0,0.20000000298023224,3.0,0.01144874222915281,0.014100750339114003,0.0099932395775492,0.01198219019739378,FAKE
tv_celebridades,206,171,114,3,39,1,46,8,7,9,0,0,5,3.5,745,17.1,4.3567300000000015,0.00584795,0.0,1.100000023841858,0.025598259642720226,0.025157847596953317,0.020311885699629783,0.031529694626277145,FAKE
politica,1631,1414,622,1,260,14,348,108,101,37,0,3,144,3.19118,7298,20.7941,5.16124,0.00353607,0.0,11.899999618530273,0.0019734113181281523,0.002652414870681241,0.0018354542553424835,0.003340207053341472,TRUE
tv_celebridades,747,666,372,13,90,2,196,42,24,10,0,0,23,1.7234,3131,14.1702,4.7012,0.0015015,0.20000000298023224,12.100000381469727,0.0043709892313927405,0.005575737275648862,0.006323506675758644,0.005633417691569775,TRUE
tv_celebridades,123,110,83,0,23,2,28,3,6,6,0,0,7,2.6,550,22.0,5.0,0.0,0.0,0.8000000119209291,0.03518636604504926,0.046178407346208886,0.025838024914264682,0.042027449235320084,FAKE
politica,479,416,231,4,47,1,140,12,13,7,0,0,8,3.31579,2023,21.8947,4.86298,0.0,0.0,2.299999952316284,0.010595979390754587,0.008403766745080551,0.009258878650143744,0.006471804088505451,TRUE
sociedade_cotidiano,103,86,67,3,15,0,28,1,6,5,0,0,3,3.4,391,17.2,4.54651,0.0,0.10000000149011612,0.699999988079071,0.05053358587125937,0.02286077570170164,0.038422816433012486,0.04235295259526798,FAKE
politica,272,244,153,5,48,0,65,8,7,12,0,0,18,3.11111,1170,27.1111,4.7950800000000005,0.0,-0.10000000149011612,2.200000047683716,0.016609726688609674,0.011497201398015022,0.009213922824710608,0.01936269687631956,FAKE
tv_celebridades,963,813,386,5,127,8,232,59,20,9,0,2,41,3.84615,4221,20.8462,5.19188,0.00246002,0.0,8.100000381469728,0.00367837461817544,0.004728639833047055,0.00502068960272214,0.004413388459943235,TRUE
politica,1235,1056,460,15,169,3,282,53,59,33,0,0,37,3.5098,4973,20.7059,4.7092800000000015,0.00094697,0.0,11.300000190734865,0.004866456794371078,0.001640356465941295,0.002365602571184614,0.0037004412791016056,TRUE
politica,140,117,95,0,19,1,37,10,4,3,0,0,3,2.875,635,14.625,5.42735,0.00854701,0.0,0.8000000119209291,0.03610466296474139,0.01804668013937771,0.04034788037339846,0.022974345367401842,FAKE
politica,1068,921,541,1,81,1,321,65,33,6,0,0,47,5.65385,4454,35.4231,4.83605,0.00325733,0.10000000149011612,6.599999904632568,0.003155115138118466,0.003697518475486764,0.0021773320137678334,0.0026953759031191717,TRUE
tv_celebridades,1778,1493,632,10,245,7,439,37,77,30,6,0,74,3.20225,7082,16.7753,4.7434699999999985,0.00267917,0.0,17.799999237060547,0.002789924812252418,0.002029469663953795,0.003201937729232561,0.0017843302183874505,TRUE
politica,138,111,76,0,21,1,30,5,6,3,1,0,8,3.375,483,13.875,4.35135,0.0,-0.10000000149011612,1.7000000476837158,0.018484939510623608,,0.03572055324912071,0.041982665471732614,FAKE
tv_celebridades,854,738,355,15,130,3,200,43,28,22,0,0,48,2.97436,3795,18.9231,5.14228,0.00948509,0.0,8.300000190734862,0.004195522920538982,0.005298038209068843,0.006772990998191139,0.0030313106315014394,TRUE
tv_celebridades,775,689,414,12,114,2,207,33,28,17,0,0,24,2.09756,3336,16.8049,4.8418,0.00580552,0.0,9.800000190734863,0.004502130827556054,0.004038539988434185,0.004870863212272525,0.005947205550037324,TRUE
politica,214,186,124,1,37,3,50,9,6,8,0,0,17,1.6470599999999995,853,10.9412,4.58602,0.0,0.0,1.7000000476837158,0.03976014070212841,0.02409242062518994,0.011787641094997523,0.014466085393602647,FAKE
politica,278,230,128,6,36,0,64,7,15,6,1,0,21,1.71429,977,8.21429,4.24783,0.0,0.0,3.2000000476837163,0.02265347447246313,0.012284714728593826,0.01248918314065252,0.017202437648342714,FAKE
politica,129,105,76,0,14,1,38,6,2,0,0,0,4,4.8,546,21.0,5.2,0.0,0.0,1.0,0.05323299393057823,0.02247024886310101,0.0360913384705782,0.027808917287204943,FAKE
sociedade_cotidiano,242,208,133,3,35,0,56,15,15,3,0,0,6,2.61538,993,16.0,4.77404,0.0,0.10000000149011612,1.8999999761581416,0.01811543805524707,0.014561160334518975,0.02087270974048546,0.01715248657597436,FAKE
politica,161,138,91,5,23,5,41,6,5,3,0,0,7,2.09091,692,12.5455,5.01449,0.0,0.0,1.0,0.015460205663527762,,0.01976624162246784,0.03434858231672218,FAKE
politica,240,211,135,6,31,3,58,16,6,4,0,0,4,1.8125,1009,13.1875,4.78199,0.00473934,0.10000000149011612,2.799999952316284,0.02026289310306311,0.02646158076822757,0.011900421542425951,0.02288985896545152,FAKE
politica,1830,1547,722,6,272,7,425,69,72,48,5,3,108,3.5822800000000004,7222,19.5823,4.6683900000000005,0.00193924,0.20000000298023224,24.10000038146973,0.002191613570017659,0.002595622616354376,0.0022679459755582843,0.003134117596676912,TRUE
politica,601,541,257,6,70,3,154,19,12,14,0,0,27,2.6087,2542,23.5217,4.69871,0.0,0.10000000149011612,2.5,0.010273589370107012,0.0050309133207933465,0.006997061470015483,0.008787776980745166,TRUE
tv_celebridades,657,558,275,6,92,5,157,19,24,13,6,0,45,2.82857,2692,15.9429,4.82437,0.0,0.0,8.199999809265138,0.006825069737775872,0.0032686366175767034,0.005827930690429639,0.008697407532428555,TRUE
tv_celebridades,2420,1961,857,6,198,6,619,119,26,27,1,0,58,4.45631,9151,19.0388,4.6665,0.00152983,0.30000001192092896,33.0,0.0016818807867821305,0.0019624958146148576,0.0015706873106721196,0.0015416998604620348,TRUE
sociedade_cotidiano,2061,1843,839,25,292,26,537,78,57,44,0,0,58,2.36957,8982,20.0326,4.8735800000000005,0.0,0.10000000149011612,24.10000038146973,0.001851205762165288,0.0030820921965641897,0.00156233866979915,0.0018144681258847187,TRUE
sociedade_cotidiano,3200,2822,1026,6,439,33,752,275,156,50,3,5,204,2.53691,14187,18.9396,5.02729,0.00354359,0.0,47.9000015258789,0.0008243715019489173,0.0012255590204694408,0.0017800842013963758,0.0009798756616131046,TRUE
sociedade_cotidiano,1350,1187,564,0,189,14,316,80,73,21,4,0,96,2.32857,5753,16.9571,4.84667,0.00084246,0.0,21.200000762939453,0.002833396377115461,0.004171977091270189,0.002400233452631669,0.0034267488649235137,TRUE
politica,154,129,89,3,18,0,38,11,8,0,0,0,9,3.5714300000000003,722,18.4286,5.5969,0.0,0.0,1.100000023841858,0.019475112802215984,0.017210802684227627,0.02067217962550265,0.027700302734350164,FAKE
tv_celebridades,497,417,244,13,64,3,118,33,29,6,1,0,23,2.22222,2066,11.5833,4.95444,0.00479616,0.0,5.199999809265137,0.0067452459285656605,0.010836303261492179,0.009233445511199534,0.009081556280660959,FAKE
politica,1813,1613,648,5,292,12,391,111,114,45,1,0,132,2.73973,8073,22.0959,5.00496,0.00123993,0.0,18.899999618530273,0.002309863902422983,0.0029958980859448323,0.0022565742815808896,0.002264411290056042,TRUE
sociedade_cotidiano,328,309,174,9,33,2,97,22,1,7,0,0,9,1.46154,1503,23.7692,4.86408,0.0,0.0,2.0999999046325684,0.010173651888700468,0.010617691040452985,0.011280631273984907,0.00696927827084437,TRUE
tv_celebridades,1290,1082,515,4,233,8,247,66,84,20,8,0,98,2.88889,4937,15.0278,4.56285,0.00277264,0.10000000149011612,22.0,0.004622816634946504,0.0023691097972914576,0.0024063718349983296,0.0053213274064050475,TRUE
