author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity,indice
Rodrigo Merli Antunes,http://politica.estadao.com.br/blogs/fausto-macedo/feliz-ano-novo-sera/,politica,31/12/2017,1180,1025,535,None,2,140,11,209,89,117,21,2,1,84,4.55882,4991,30.1471,4.86927,0.00097561,0.590258,0.521951,91
Renan Ramalho,https://g1.globo.com/politica/noticia/dodge-reitera-ao-supremo-pedido-de-bloqueio-de-r-4-milhoes-de-aecio-e-andrea-neves.ghtml,politica,20/12/2017,485,440,203,None,14,59,5,142,20,15,9,0,0,9,2.8125,2066,27.5,4.69545,0.0,0.174129,0.461364,92
Vera Magalhães,"http://politica.estadao.com.br/noticias/geral,os-obstaculos-da-previdencia,70002136645",politica,3/1/2018,622,569,300,None,7,78,5,177,26,25,12,1,0,18,2.78947,2800,29.9474,4.92091,0.0,0.2,0.527241,93
G1 AM,https://g1.globo.com/am/amazonas/noticia/preso-ex-governador-do-am-deve-permanecer-na-sede-da-policia-federal-diz-defesa.ghtml,politica,1/1/2018,739,649,326,None,17,90,1,203,21,15,20,0,0,12,3.6,3276,25.96,5.04777,0.00154083,0.122867,0.502311,94
Gustavo Garcia,https://g1.globo.com/politica/noticia/senado-aprova-parcelamento-de-dividas-previdenciarias-de-produtores-rurais.ghtml,politica,14/12/2017,662,576,318,None,6,103,2,166,27,17,28,1,3,18,2.86667,2969,19.2,5.15451,0.0,0.163569,0.552083,95
Marco Antônio Martins,https://g1.globo.com/rj/rio-de-janeiro/noticia/empresas-investigadas-pela-lava-jato-sao-contratadas-sem-licitacao-para-fornecer-comida-a-presidios-do-rj.ghtml,politica,25/12/2017,981,895,435,None,31,127,4,255,32,22,21,0,0,36,2.26316,4342,23.5526,4.8514,0.0,0.141361,0.486034,96
Gioconda Brasil,http://g1.globo.com/jornal-hoje/noticia/2018/01/michel-temer-faz-caminhada-em-brasilia-e-se-diz-recuperadissimo.html,politica,4/1/2018,436,362,214,None,4,70,2,100,16,13,12,0,0,14,3.08333,1678,15.0833,4.63536,0.0,0.170588,0.59116,97
G1 Sorocaba e Jundiaí,https://g1.globo.com/sp/sorocaba-jundiai/noticia/jovem-e-agredido-em-baile-funk-na-virada-do-ano-em-itupeva-video.ghtml,politica,3/1/2018,507,446,229,None,5,88,2,112,18,18,17,2,0,34,2.54167,2042,18.5833,4.57848,0.00224215,0.18,0.513453,98
G1 RR,https://g1.globo.com/rr/roraima/noticia/caminhada-da-paz-em-rr-promove-debates-sobre-redes-sociais-reformas-e-migracao.ghtml,politica,1/1/2018,287,251,152,None,7,25,1,89,11,6,3,0,0,5,4.0,1232,27.8889,4.90837,0.0,0.149123,0.605578,99
"Fernando Zuba , Pedro Ângelo E Renan Ramalho",https://g1.globo.com/mg/minas-gerais/noticia/stf-suspende-prisao-domiciliar-de-andrea-neves-primo-de-aecio-e-ex-assessor-de-zeze-perrella.ghtml,politica,7/12/2017,540,476,232,None,8,69,0,146,10,20,7,0,0,19,3.04762,2399,22.6667,5.03992,0.0,0.139535,0.487395,100
Jornal Hoje,https://g1.globo.com/politica/noticia/relatorio-final-de-cpi-recomenda-investigacao-de-rodrigo-janot.ghtml,politica,14/12/0201,371,329,193,None,21,45,0,104,10,16,3,1,0,10,2.8,1642,21.9333,4.99088,0.0182371,0.174497,0.586626,101
G1 Presidente Prudente,https://g1.globo.com/sp/presidente-prudente-regiao/noticia/rapaz-e-preso-em-flagrante-apos-arrombar-a-casa-da-propria-mae-e-furtar-r-50.ghtml,politica,3/1/2018,173,155,94,None,2,30,0,38,7,9,7,0,0,9,2.0,709,17.2222,4.57419,0.0,0.235294,0.606452,102
Renan Truffi,"http://politica.estadao.com.br/noticias/geral,joesley-se-mantem-em-silencio-em-cpmi,70002099768",politica,28/11/2017,468,394,249,None,15,66,3,125,10,15,5,0,0,19,3.7,1977,19.7,5.01777,0.0,0.13089,0.63198,103
Rafael Moraes Moura E Amanda Pupo,http://politica.estadao.com.br/blogs/fausto-macedo/raquel-insiste-por-bloqueio-de-bens-de-aecio/,politica,20/12/2017,553,491,239,None,28,69,3,148,22,15,14,0,0,19,3.64706,2331,28.8824,4.74745,0.0,0.170507,0.486762,104
Fausto Macedo E Julia Affonso,http://politica.estadao.com.br/blogs/fausto-macedo/decano-da-lava-jato-nao-deve-falar-de-politicos-partidos-e-investigados-no-face-recomenda-corregedor/,politica,4/1/2018,971,846,393,None,7,116,5,232,66,27,10,0,1,35,4.62963,4519,31.3333,5.34161,0.00118203,0.267241,0.464539,105
"Guilherme Mazui,",https://g1.globo.com/politica/noticia/temer-recebe-lideres-do-mercosul-nesta-quinta-feira-para-cupula-do-bloco.ghtml,politica,21/12/2017,439,368,204,None,0,40,1,145,12,7,2,0,0,6,3.94444,1880,20.4444,5.1087,0.0,0.102703,0.554348,106
Anderson Bandeira,"http://politica.estadao.com.br/noticias/geral,psl-nega-que-bolsonaro-va-para-o-partido-ele-representa-autoritarismo-e-intolerancia,70002128036",politica,21/12/2017,316,276,163,None,5,35,2,77,17,12,3,0,0,17,3.33333,1378,23.0,4.99275,0.0,0.258929,0.59058,107
Bruno Ribeiro,"http://educacao.estadao.com.br/noticias/geral,apos-protestos-projeto-escola-sem-partido-avanca-na-camara-de-sp,70002116357",politica,11/12/2017,435,378,211,None,5,60,3,114,16,7,15,0,0,21,4.75,1886,31.5,4.98942,0.0026455,0.132184,0.558201,108
Fábio Serapião,http://politica.estadao.com.br/blogs/fausto-macedo/57-foragidos-da-justica-extraditados-para-o-brasil-nos-ultimos-dois-anos/,politica,29/12/2017,1410,1272,530,None,11,162,4,362,85,27,33,0,0,43,2.76,6609,25.44,5.19575,0.00157233,0.21374,0.416667,109
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/pela-bola-sete/,politica,14/7/2017,163,145,103,None,1,22,0,40,4,9,1,0,0,6,3.6,638,29.0,4.4,0.00689655,0.209677,0.710345,110
Isadora Peron E Carla Araújo,"http://politica.estadao.com.br/noticias/geral,planalto-pode-apoiar-eleicao-de-alckmin-afirma-marun,70002137833",politica,4/1/2018,1268,1091,490,None,6,213,11,294,33,66,35,17,3,103,2.32895,5153,14.3553,4.72319,0.00091659,0.195266,0.449129,111
Francisco Carlos De Assis,http://www.territorioeldorado.limao.com.br/noticias/not322939.shtm,politica,01/02/2014,160,145,109,None,2,24,0,42,9,2,8,0,0,8,1.875,721,18.125,4.97241,0.0,0.166667,0.751724,112
Denise Luna,"http://politica.estadao.com.br/noticias/geral,meu-nome-e-um-dos-3-ou-4-do-dem-para-concorrer-a-presidencia-diz-maia,70002133801",politica,29/12/2017,436,374,207,None,4,75,1,98,11,19,14,1,0,28,3.875,1745,23.375,4.66578,0.0,0.17341,0.553476,113
Vera Magalhães,"http://politica.estadao.com.br/noticias/geral,dezoito,70002134659",politica,31/12/2017,671,612,351,None,0,93,7,153,39,37,14,0,0,51,2.95,3042,30.6,4.97059,0.00326797,0.308943,0.573529,114
Jose Roberto De Toledo,http://politica.estadao.com.br/blogs/vox-publica/a-gravidade-de-lula/,politica,17/12/2017,694,612,365,None,1,102,8,144,43,32,7,0,0,59,2.48485,2917,18.5455,4.76634,0.00816994,0.304878,0.596405,115
"José Fucs,","http://politica.estadao.com.br/noticias/geral,o-psdb-deve-ter-juizo-diz-fhc,70002096152",politica,24/11/2017,418,350,190,None,2,72,9,85,19,13,15,0,2,26,3.57895,1606,18.4211,4.58857,0.0,0.203822,0.542857,116
Vera Rosa,"http://politica.estadao.com.br/noticias/geral,proposta-de-regime-semipresidencialista-trata-de-censura,70002115438",politica,11/12/2017,859,737,387,None,9,105,7,223,33,28,17,0,0,25,4.2069,3756,25.4138,5.09634,0.00678426,0.185976,0.525102,117
Vera Kanas E Felipe Krausz,http://politica.estadao.com.br/blogs/fausto-macedo/trabalho-forcado-pode-impactar-exportacoes-brasileiras/,politica,16/12/2017,871,783,393,None,14,106,10,224,100,39,23,0,0,49,4.0,4419,35.5909,5.64368,0.00766284,0.421212,0.501916,118
Ricardo Galhardo,"http://politica.estadao.com.br/noticias/geral,adversarios-de-lula-assinam-manifesto-pro-candidatura-de-petista,70002138208",politica,4/1/2018,313,286,183,None,5,37,1,88,15,4,8,0,0,7,2.07692,1368,22.0,4.78322,0.0,0.152,0.63986,119
Fernando Dantas,"http://economia.estadao.com.br/noticias/geral,veio-para-confundir,70002128399",politica,22/12/2017,726,654,340,None,7,90,4,160,64,34,13,0,0,34,2.76923,3231,25.1538,4.94037,0.0,0.392,0.519878,120
Julia Affonso E Ricardo Brandt,http://politica.estadao.com.br/blogs/fausto-macedo/lava-jato-investiga-lula-o-filho-do-brasil/,politica,4/1/2018,1001,871,430,None,9,123,3,274,29,33,15,1,1,53,3.33333,4294,22.3333,4.92997,0.0,0.156171,0.493685,121
Ana Luiza Albuquerque,http://www1.folha.uol.com.br/poder/2018/01/1947971-prefeito-de-porto-alegre-pede-apoio-do-exercito-no-dia-de-julgamento-de-lula.shtml,politica,4/1/2018,628,546,302,None,7,86,3,173,35,8,10,1,0,23,3.41667,2695,22.75,4.9359,0.0,0.166023,0.553114,122
Amanda Pupo,http://politica.estadao.com.br/blogs/fausto-macedo/carmen-durante-recesso-mantem-ativos-processos-da-lava-jato/,politica,4/1/2018,486,415,234,None,11,59,0,132,23,17,13,0,0,21,4.17647,2184,24.4118,5.26265,0.0,0.209424,0.563855,123
Artur Rodrigues,http://www1.folha.uol.com.br/poder/2017/12/1942237-lider-do-mtst-critica-intolerantes-em-ato-com-show-de-caetano-veloso.shtml,politica,10/12/2017,587,496,287,None,9,65,3,158,23,9,6,0,1,24,3.64,2329,19.84,4.69556,0.00201613,0.143498,0.578629,124
Amanda Pupo E Rafael Moraes Moura,"http://politica.estadao.com.br/noticias/geral,carmen-lucia-pede-informacoes-sobre-diretorios-provisorios-a-temer-e-eunicio,70002138601",politica,4/1/2018,670,594,290,None,11,90,4,181,44,17,15,0,0,18,2.92308,3045,22.8462,5.12626,0.0,0.225092,0.488215,125
Nelson De Sá,http://www1.folha.uol.com.br/poder/2018/01/1947267-eleitor-de-bolsonaro-e-o-mais-ativo-nas-redes-diz-datafolha.shtml,politica,1/1/2018,799,677,342,None,6,99,2,188,40,32,12,0,0,32,4.51852,3341,25.0741,4.93501,0.0162482,0.250871,0.50517,126
O Estado de S.Paulo,"http://internacional.estadao.com.br/noticias/geral,turquia-prende-42-pessoas-de-veiculos-de-imprensa-ligados-ao-grupo-de-opositor-exilado,10000064812",politica,25/7/2016,855,742,387,None,13,111,6,230,35,28,14,1,0,33,4.03571,3728,26.5,5.02426,0.0,0.184751,0.521563,127
Eloisa Arruda,http://politica.estadao.com.br/blogs/fausto-macedo/o-exercicio-do-respeito-a-diversidade/,politica,27/11/2017,1320,1158,566,None,17,164,9,311,71,66,16,5,1,99,3.44681,5805,24.6383,5.01295,0.00172712,0.288421,0.488774,128
Fabrício Lobel,http://www1.folha.uol.com.br/cotidiano/2018/01/1948297-prefeitura-de-sp-flexibiliza-regras-para-motoristas-e-carros-de-aplicativos.shtml,politica,5/1/2018,752,670,332,None,5,113,8,212,23,32,26,1,1,34,2.92857,3474,23.9286,5.18507,0.0,0.169231,0.495522,129
José Marques,http://www1.folha.uol.com.br/poder/2018/01/1948399-doria-pede-a-temer-uniao-nas-eleicoes-de-2018.shtml,politica,5/1/2018,331,281,161,None,2,42,5,88,16,8,4,0,0,11,3.57143,1403,20.0714,4.99288,0.0,0.184615,0.572954,130
Fernanda Canofre,http://www1.folha.uol.com.br/poder/2018/01/1948446-estudante-cria-igreja-inspirada-em-game-para-debater-imunidade-tributaria.shtml,politica,6/1/2018,584,501,285,None,9,79,4,148,18,13,9,2,0,40,3.19231,2335,19.2692,4.66068,0.00199601,0.136564,0.568862,131
Letícia Casado,http://www1.folha.uol.com.br/poder/2017/11/1935354-stf-vai-julgar-familiares-de-aecio-junto-com-tucano.shtml,politica,14/11/2017,583,492,277,None,20,87,2,158,14,15,22,0,0,12,3.64,2434,19.68,4.94715,0.0,0.118367,0.563008,132
None,http://www1.folha.uol.com.br/poder/2017/12/1943594-apos-dar-carta-branca-para-pm-matar-bolsonaro-recua-e-diz-que-e-para-nao-morrer.shtml,politica,15/12/2017,487,414,234,None,4,74,2,113,18,19,11,2,0,15,4.05556,2005,23.0,4.843,0.00241546,0.197861,0.565217,133
Marina Estarque,http://www1.folha.uol.com.br/cotidiano/2017/12/1947128-cresce-apoio-a-descriminalizacao-do-aborto-aponta-pesquisa-datafolha.shtml,politica,30/12/2017,1235,1056,460,None,15,169,3,282,53,59,33,0,0,37,3.5098,4973,20.7059,4.70928,0.00094697,0.248337,0.435606,134
Leandro Colon,http://www1.folha.uol.com.br/poder/2018/01/1947875-kassab-nao-descarta-alckmin-mas-diz-que-meirelles-e-o-plano-a-do-psd.shtml,politica,4/1/2018,1317,1135,449,None,20,249,15,293,47,62,35,3,1,99,2.09195,5237,13.046,4.6141,0.0,0.201107,0.395595,135
"Joelmir Tavares, Catia Seabra",http://www1.folha.uol.com.br/poder/2018/01/1948039-pt-fecha-calendario-de-atos-pro-lula-e-discute-nova-caravana.shtml,politica,4/1/2018,855,751,383,None,9,81,4,254,26,18,8,0,0,29,3.25,3636,23.4688,4.84154,0.0,0.131343,0.509987,136
"Bela Megale, Camila Mattoso, Mônica Bergamo, Gabriela Sá Pessoa",http://www1.folha.uol.com.br/poder/2017/09/1917994-pf-prende-wesley-batista-em-sao-paulo.shtml,politica,13/9/2017,1601,1413,601,None,43,215,7,428,61,46,40,0,0,62,3.41818,6946,25.6909,4.91578,0.00141543,0.166407,0.425336,137
"Marcelo Toledo, Carolina Linhares",http://www1.folha.uol.com.br/poder/2017/11/1938101-lava-jato-serviu-de-modelo-a-dezenas-de-operacoes-pelo-pais.shtml,politica,25/11/2017,1255,1057,549,None,23,157,5,313,55,42,25,1,0,64,4.21277,5348,22.4894,5.0596,0.0,0.206383,0.519395,138
Angela Pinho,http://www1.folha.uol.com.br/educacao/2018/01/1947233-intolerancia-chega-a-universidades-com-bomba-ameaca-e-briga-judicial.shtml,politica,1/1/2018,1484,1275,645,None,15,171,4,388,65,51,19,3,0,76,3.60345,6494,21.9828,5.09333,0.000784314,0.207513,0.505882,139
Kelly Mantovani,http://www1.folha.uol.com.br/poder/2017/12/1940192-ex-aerotrem-e-agora-bigodao-fidelix-diz-que-nao-teme-clausula-de-barreira.shtml,politica,3/12/2017,438,371,240,None,5,74,1,94,18,19,10,0,0,28,2.91304,1792,16.1304,4.83019,0.00808625,0.220238,0.6469,140
Pablo Rodrigo,http://www1.folha.uol.com.br/poder/2018/01/1948529-acusacoes-complicam-candidatura-de-governador-de-mato-grosso-neste-ano.shtml,politica,6/1/2018,525,463,269,None,4,68,4,143,24,13,8,0,0,24,2.58333,2325,19.2917,5.0216,0.0,0.175355,0.580994,141
Guilherme Seto,http://www1.folha.uol.com.br/cotidiano/2017/12/1944733-aprovacao-de-13-para-vereadores-de-sp-teve-gozacoes-e-alianca-pt-e-psdb.shtml,politica,20/12/2017,975,836,421,None,21,113,3,256,36,38,14,1,0,41,3.475,4005,20.9,4.79067,0.00119617,0.200542,0.503588,142
Reynaldo Turollo Jr.,http://www1.folha.uol.com.br/poder/2017/12/1945967-cervejaria-teria-doado-cerca-de-r-120-mi-a-politicos-a-pedido-da-odebrecht.shtml,politica,26/12/2017,1204,1026,434,None,39,152,4,312,26,40,19,0,0,47,4.45,4953,25.65,4.82749,0.0,0.142241,0.423002,143
"Talita Fernandes, Ranier Bragon",http://www1.folha.uol.com.br/poder/2018/01/1948381-presidente-do-patriota-chama-de-vergonha-demora-de-bolsonaro-sobre-filiacao.shtml,politica,5/1/2018,364,327,182,None,4,48,2,95,16,16,6,0,0,16,2.46667,1554,21.8,4.75229,0.0,0.223776,0.556575,144
Gustavo Garcia,http://g1.globo.com/politica/noticia/2016/03/dilma-concede-entrevista-jornais-de-seis-paises-para-falar-da-crise-do-brasil.html,politica,24/3/2016,1120,929,416,None,3,128,3,297,56,34,18,3,0,29,4.65854,4633,22.6585,4.98708,0.00322928,0.211765,0.447793,145
G1 - Brasília,https://g1.globo.com/politica/eleicoes/2018/noticia/deputado-jair-bolsonaro-anuncia-filiacao-ao-psl.ghtml,politica,5/1/2018,213,185,106,None,2,18,1,59,6,7,1,0,0,6,4.0,904,26.4286,4.88649,0.0,0.168831,0.572973,146
G1 RS,https://g1.globo.com/rs/rio-grande-do-sul/noticia/estamos-aqui-para-mostrar-que-estamos-mudando-diz-pai-solteiro-que-ganhou-licenca-maternidade.ghtml,politica,25/12/2017,811,688,337,None,4,145,4,153,32,40,12,8,0,72,3.15385,3112,17.641,4.52326,0.00145349,0.241611,0.489826,147
Renan Ramalho,https://g1.globo.com/politica/noticia/alexandre-de-moraes-propoe-ao-stf-restricao-menor-ao-foro-privilegiado-para-politicos.ghtml,politica,23/11/2017,307,266,131,None,5,45,5,85,13,11,4,0,0,8,3.72727,1386,24.1818,5.21053,0.0,0.184615,0.492481,148
Renan Ramalho,https://g1.globo.com/politica/noticia/stf-tira-de-moro-denuncias-contra-geddel-cunha-e-rocha-loures.ghtml,politica,19/12/2017,1872,1636,683,None,20,263,11,452,63,84,35,9,8,97,3.42029,7933,23.7101,4.84902,0.00122249,0.205594,0.417482,149
Gilberto Amendola E José Fucs,"http://politica.estadao.com.br/noticias/geral,presidente-do-pen-patriota-se-diz-aliviado-com-decisao-de-bolsonaro,70002140407",politica,6/1/2018,584,489,266,None,6,77,0,146,26,17,9,0,0,32,4.75,2454,24.45,5.0184,0.00204499,0.192825,0.543967,150
Marianna Holanda,"http://politica.estadao.com.br/noticias/geral,federais-deflagram-operacao-eleicoes,70002122872",politica,17/12/2017,898,753,406,None,7,116,2,191,38,53,15,0,0,56,4.02778,3654,20.9167,4.85259,0.0,0.296417,0.539177,151
Fabio Fabrini,http://politica.estadao.com.br/blogs/fausto-macedo/veja-fernando-henrique-cardoso-como-testemunha-de-defesa-de-lula/,politica,14/9/2017,167,156,103,None,1,15,2,52,7,1,1,0,0,3,2.75,784,39.0,5.02564,0.0,0.119403,0.660256,152
O Estado de S.Paulo,"http://opiniao.estadao.com.br/noticias/geral,rendimento-ajuda-a-recuperacao-das-cadernetas,70002140858",sociedade_cotidiano,7/1/2018,483,436,208,None,12,43,2,127,29,18,3,0,0,8,2.61111,2045,24.2222,4.69037,0.0,0.276471,0.477064,153
Thiago Faria,"http://politica.estadao.com.br/noticias/geral,verba-pagou-ate-show-de-wesley-safadao,70002141121",politica,7/1/2018,622,533,290,None,25,61,5,169,16,16,9,0,0,17,3.2963,2402,19.7407,4.50657,0.00187617,0.13913,0.54409,154
"Breno Pires, Leonêncio Nossa E Daniel Weterman","http://politica.estadao.com.br/noticias/geral,ministros-divergem-sobre-uso-de-delacao-da-odebrecht,70001831290",politica,8/6/2017,475,429,230,None,1,91,3,112,21,23,17,5,0,38,2.42105,2077,22.5789,4.84149,0.002331,0.216749,0.536131,155
Gilberto Amendola E José Fucs,"http://politica.estadao.com.br/noticias/eleicoes,presidente-do-psl-confirma-que-bolsonaro-sera-candidato-pelo-partido,70002140037",politica,5/1/2018,1073,930,433,None,11,117,4,281,57,44,15,1,0,48,3.76316,4581,24.4737,4.92581,0.00645161,0.253769,0.465591,156
"Isadora Peron, Breno Pires E Leonêncio Nossa","http://politica.estadao.com.br/noticias/geral,herman-insiste-que-chapa-pode-ser-cassada-mesmo-sem-considerar-odebrecht,70001832714",politica,9/6/2017,826,720,329,None,2,118,2,193,47,36,15,0,1,44,3.65517,3626,24.8276,5.03611,0.00416667,0.266881,0.456944,157
Thiago Faria E Isadora Perón,"http://politica.estadao.com.br/noticias/geral,liberacao-de-emendas-bate-recorde-com-temer,70002141096",politica,7/1/2018,835,724,381,None,30,100,1,217,41,22,11,0,0,32,3.7,3423,24.1333,4.7279,0.0,0.198738,0.526243,158
Igor Gadelha,"http://politica.estadao.com.br/noticias/eleicoes,dem-traca-estrategia-para-lancar-rodrigo-maia-como-candidato-a-presidencia,70002130751",politica,25/12/2017,1033,867,409,None,25,117,5,280,55,23,11,0,0,65,4.88235,4129,25.5,4.7624,0.0,0.196474,0.471742,159
Gilberto Amendola,"http://politica.estadao.com.br/noticias/geral,rosto-velho-roupa-nova-e-as-eleicoes,70002141205",politica,7/1/2018,635,533,302,None,5,101,1,132,27,42,18,6,0,45,2.83333,2583,14.8056,4.84615,0.0,0.296137,0.566604,160
Gilberto Amendola,"http://politica.estadao.com.br/noticias/geral,frentes-unem-bolsonaro-e-jean-wyllys,70002069778",politica,2/11/2017,601,524,260,None,7,70,2,139,21,33,6,1,0,45,2.65517,2554,18.069,4.87405,0.0019084,0.258373,0.496183,161
Ubiratan Brasil,"http://cultura.estadao.com.br/noticias/literatura,ainda-longe-da-tv-jo-soares-lanca-primeiro-volume-de-sua-agitada-autobiografia,70002095329",tv_celebridades,24/11/2017,1393,1147,604,None,9,192,6,300,55,61,14,17,0,103,3.67164,5254,17.1194,4.58065,0.00261552,0.235772,0.526591,162
Julia Affonso E Ricardo Brandt,http://politica.estadao.com.br/blogs/fausto-macedo/antes-do-natal-lula-tentou-tirar-novamente-moro-de-acao-da-lava-jato/,politica,6/1/0201,857,760,344,None,2,83,1,235,40,32,14,0,0,44,4.21739,3797,33.0435,4.99605,0.00263158,0.226415,0.452632,163
G1 RS e RBS TV,https://g1.globo.com/rs/rio-grande-do-sul/noticia/trf4-encerra-2017-mantendo-historico-de-aumentar-sentencas-de-sergio-moro.ghtml,politica,21/12/2017,1574,1388,481,None,27,202,3,394,70,52,42,0,0,39,2.73529,6469,20.4118,4.66066,0.0,0.204698,0.346542,164
None,http://g1.globo.com/jornal-nacional/noticia/2018/01/pf-envia-50-perguntas-temer-sobre-suspeita-de-propina-no-setor-de-portos.html,politica,6/1/2018,976,892,379,None,8,137,3,264,37,29,23,0,0,34,2.1,4387,22.3,4.91816,0.0,0.164589,0.424888,165
G1 São Paulo,https://g1.globo.com/sao-paulo/noticia/delacao-odebrecht-luiz-marinho-e-suspeito-de-ter-recebido-vantagens-indevidas-em-campanha.ghtml,politica,12/4/2017,378,342,181,None,8,46,2,98,9,10,5,0,0,16,2.25,1704,21.375,4.98246,0.0,0.131944,0.52924,166
G1,https://g1.globo.com/economia/tecnologia/noticia/whatsapp-bate-recorde-de-mensagens-trocadas-no-ano-novo.ghtml,ciencia_tecnologia,4/1/2018,152,138,82,None,0,18,0,39,2,0,2,0,0,7,1.55556,630,15.3333,4.56522,0.0,0.0350877,0.594203,167
Luiza Garonce,https://g1.globo.com/distrito-federal/noticia/ingresso-feminino-barato-como-marketing-nao-inferioriza-mulher-diz-juiza-do-df.ghtml,sociedade_cotidiano,25/8/2017,775,667,337,None,7,96,5,199,44,30,15,0,0,26,4.15385,3400,25.6538,5.09745,0.00149925,0.250847,0.505247,168
G1 CE,https://g1.globo.com/ce/ceara/noticia/deputado-tiririca-passa-mal-apos-show-e-recebe-atendimento-em-upa.ghtml,tv_celebridades,5/1/2018,200,179,102,None,6,21,0,53,8,10,1,0,0,4,3.0,804,25.5714,4.49162,0.0,0.243243,0.569832,169
G1 SP,https://g1.globo.com/sp/sao-paulo/noticia/mr-catra-tem-alta-de-hospital-em-sao-paulo.ghtml,tv_celebridades,11/12/2017,245,194,121,None,2,43,2,46,11,13,5,0,0,17,2.83333,816,10.7778,4.20619,0.00515464,0.269663,0.623711,170
Carlos Rocha,https://g1.globo.com/pi/piaui/noticia/conselho-vai-a-escola-onde-diretora-foi-agredida-em-teresina-e-familia-e-chamada.ghtml,sociedade_cotidiano,6/12/2017,349,310,175,None,1,55,2,92,17,7,10,0,0,8,3.0,1698,23.8462,5.47742,0.0,0.163265,0.564516,171
G1 Rio,https://g1.globo.com/rio-de-janeiro/noticia/ator-fabio-assuncao-se-filia-ao-pt.ghtml,tv_celebridades,16/8/2017,213,179,114,None,2,19,1,59,5,5,4,0,0,8,3.4,854,17.9,4.77095,0.00558659,0.128205,0.636872,172
